title,description,value
Front end em React para projeto com Api Rest,"Temos um projeto já com uma arquitetura de software, com a estrutura de classes e o banco de dados já modelados, além de uma estrutura de consultas no backend que está sendo implementada aos poucos.
Estamos buscando pessoal para acelerar o desenvolvimento na parte do frontend. 
O BackEnd é feito em... Ver mais detalhes  Java, usando Spring, Spring data JPA e Hibernate com Postgresql, possuindo uma API rest. No frontend é usado ReactJS.  
Assim, o profissional do Front End que estamos buscando deve dominar ReactJS e estar familiarizado com o Gitlab, onde serão passadas as tarefas e onde é hospedado o repositório. 
Pagamento por hora trabalhada a partir de estimativa de tempo a ser gasto em de cada tarefa pontual. Favor especificar tempo diário disponível para dedicação caso fechemos acordo.
Para maiores detalhes quanto ao trabalho em si, será necessário assinarmos um termo de confidencialidade, caso haja interesse.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Meio períodoIntegrações de API: Outros (Outras APIs)Funções necessárias: Desenvolvedor colapsar",Menos de R$ 50 / hora
Plataforma estilo  Canva.com,"O usuário poderá contar com varias categorias vetores e background para poder montar o layout  dele dentro de dimensões específicas. Enquanto ele monta, um mockup do produto é exibido de acordo com a arte que ele está fazendo. Uma área do layout será para um QrCode variável para aquele... Ver mais detalhes  trabalho.  
Ao finalizar ele se cadastra, e paga. O arquivo é gerado e enviado para uma central de arquivos que a cada período definido ou quando for solicitado é carregado para um arquivo geral e enviado a impressora. As artes impressas serão conferidas e se tiver algum problema é possível com um clique mandar de volta para o arquivo  geral de impressões. 
Estando td ok a impressão segue para outras etapas do trabalho que também precisam de ok para a qualidade, estando certo as outras etapas é gerado uma etiqueta com os dados do usuário que comprou, o produto é embalado manualmente e enviado. Será necessário add ou retirar etapas nestes processos com check de verificado ou não...Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Criar um novo site personalizadoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc), Payment Processor (Paypal, Stripe, etc), Outros (Outras APIs)Necesidad específica: OutroOutro webdesign: Criar o layout e sistema completo na melhor tecnologia necessária.Funções necessárias: Desenvolvedor, Designer colapsar",R$ 2.700 - 5.000
Desenvolvimento de e-commerce.,"O projeto consiste na criação de uma loja virtual para a divulgação e venda do artesanato nordestino. Em um primeiro momento, estamos pensando em começar as vendas com o setor courista (sandálias, chinelos, sapatos, bolsas, etc.), E no futuro forneceremos outros tipos de artesanatos, como rendas... Ver mais detalhes  por exemplo. Porém, o intuito é de nos tornarmos um divulgador do trabalho do artesão e não um simples atravessador. Para isso, antes de iniciarmos as vendas, produziremos materiais áudio/visual sobre o processo de criação dos itens alvos da loja. 
Dessa forma, agregaremos valor ao produto e repassaremos um valor mais alto e justo ao artesão. Além da divulgação desses materiais, também forneceremos ao consumidor informações individualizadas sobre o produto que o mesmo adquiriu. Por exemplo, se uma pessoa comprou uma bolsa, junto a ela irá um folheto informativo com o nome do artesão, seu local de trabalho, quanto tempo foi necessário para a confecção da mesmo, dicas para a conservação, etc. 
Dessa maneira, incentivaremos o consumo consciente e a valorização desse trabalho artístico e histórico.Categoria: TI e ProgramaçãoSubcategoria: Lojas Virtuais (e-commerce)Qual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho o designDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc), Payment Processor (Paypal, Stripe, etc)Funções necessárias: Fazer o design de uma landing page, Desenvolvedor colapsar",R$ 1.400 - 2.700
Escola On-line - Cursos ao Vivo Com Plataforma Webex,"Montar um aplicativo de aulas ao vivo voltados para formação de condutores (CFC).
Requisitos necessários: 
1º O aplicativo deve pedir foto do documento de ID da pessoa.
2º Uma foto do rosto.  
3º Ápos isso pedir dados para o cadastro(Noma, cpf, rg, data de nascimento, etc...)
4º Ápos pegar todos... Ver mais detalhes  esses dados, será necessário linkar com uma plataforma de aulas já existentes como a Webex (aceitamos outras sujestões eficientes)
5º As aulas devem conter no mínimo de 15 aluno e no máximo 40 e devem ter várias salas para aulas.
6º O aluno irá se inscrever na plataforma e terá que pagar uma taxa ou mensalidade, e isso terá que ser efetuado dentro da nossa plataforma.Categoria: TI e ProgramaçãoSubcategoria: Programação de Apps para Android, iOS e outrosQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioPlataformas exigidas: Android, iPhone, iPadEu preciso: Criar um appTipo de aplicativo: OutroPrecisa de back-end: NãoGateway de pagamento: Sim colapsar",R$ 2.700 - 5.000
Arrumar quebra na home e atualizar Wordpress e Plugins,"É O tema Épico que esta quebrado a home.
A coluna lateral está em baixo das informações, precisa voltar na barra lateral. 
O resto é atualização de plugins e do proprio wordpress e ver se não houve outras quebras.Categoria: TI e ProgramaçãoSubcategoria: WordpressQual é o alcance do projeto?:... Ver mais detalhes  Instalação/Configuração de pacoteIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Não se aplicaDisponibilidade requerida: Conforme necessárioIntegrações de API: Outros (Outras APIs) colapsar",R$ 500 - 1.400
Desenvolvimento de Site Wordpress Listingpro,"O tema do site é o ListingPro, comprei na loja Themeforest. O meu projeto é um Guia de Cidade.  
Preciso de um especialista em WordPress para: 
Customizar elementos na estrutura front end, modificar algumas funções do plugin, entre outros deixando pronto para produção.Categoria: TI e ProgramaçãoSubcategoria: Wordpress",R$ 1.400 - 2.700
E-commerce,"E-commerce loja virtual. Já tenho todo o design especificado. O projeto trata-se da infraestrutura e execução do desenvolvimentoCategoria: TI e ProgramaçãoSubcategoria: Lojas Virtuais (e-commerce)Qual é o alcance do projeto?: Criar uma nova loja onlineIsso é um projeto ou uma posição de trabalho?:... Ver mais detalhes  Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioIntegrações de API: Payment Processor (Paypal, Stripe, etc)Funções necessárias: Designer, Desenvolvedor colapsar",R$ 2.700 - 5.000
App de cadastro para ios e android,"App para avaliação fisioterapêutica.
Preciso de um cadastro
Anexo de 4 fotos e 1 video
Área do fisioterapeuta ( login, quanto vendeu, quanto tem de comissão)
Pagamento ex: pagseguro
Painel administrativo
Já tem um app do mesmo modelo para exemploCategoria: TI e ProgramaçãoSubcategoria: Programação... Ver mais detalhes  de Apps para Android, iOS e outrosQual é o alcance do projeto?: Criar um novo aplicativoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioPlataformas exigidas: Android, iPhoneEu preciso: Criar um appTipo de aplicativo: OutroPrecisa de back-end: SimGateway de pagamento: Sim colapsar",R$ 5.000 - 16.000
Ola preciso criar uma pagina de vende ade info produto dentro de um...,"Preciso de uma pagina de venda para infoproduto  com links direcionados ao  hortmart de vendas tipo essa pagina  http://www.isismoreira.com.br/cartadesafio?utm_campaign=cartaddCategoria: TI e ProgramaçãoSubcategoria: Web DesignQual é o alcance do projeto?: Alteração médiaIsso é um projeto... Ver mais detalhes  ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioNecesidad específica: Fazer o design de uma landing page colapsar",R$ 500 - 1.400
Melhorias Layout - Ruby,"Possuo um ferramenta PWA, porém o layout no mobile não está adequado, trazendo dificuldades para o usuário. Possuo um mockup simples do que eu gostaria que fosse.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Bug ou alteração pequenaIsso é um projeto ou uma... Ver mais detalhes  posição de trabalho?: Um projetoTenho, atualmente: Eu tenho o designDisponibilidade requerida: Conforme necessárioFunções necessárias: Desenvolvedor, Designer colapsar",Menos de R$ 50 / hora
Site para venda,"Olá me chamo Marcos Avelino, sou autor independente. Quero um site simples para venda de livros e produtos.
Conheça o meu trabalho. 
instagram: @grupoavelinoobrasliterarias
@avelinokidsaolCategoria: TI e ProgramaçãoSubcategoria: Programação",R$ 270 - 500
Portal de Cotação de combustível de postos e avaliações,"Preciso desenvolver um portal, como se fosse um ""mapa"" de postos de combustível no brasil, onde o usuário consiga encontrar o mais próximo por distancia ou por algumas considerações em pesquisas, como por exemplo, o mais próximo que tenha loja conveniência, e assim por diante. E também o usuário do... Ver mais detalhes  app, poder avaliar os postos, atendimento, limpeza, entre outros.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Criar um novo site personalizadoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc), Payment Processor (Paypal, Stripe, etc)Funções necessárias: Desenvolvedor, Designer, Gerente de projetos, Analista de negócios colapsar",R$ 2.700 - 5.000
Ecommerce integrado com sistema tipo ifood ou ubereats,"Será uma vitrine de produtos com sistema de entregas.
O sistema de entregas pode ser uma plataforma pronta , porem o desenvolvimento do ecommerce deve ser proprietário.Categoria: TI e ProgramaçãoSubcategoria: Programação de Apps para Android, iOS e outrosQual é o alcance do projeto?: Alteração... Ver mais detalhes  médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioPlataformas exigidas: Android, iPhoneEu preciso: Criar um appTipo de aplicativo: Loja onlinePrecisa de back-end: SimGateway de pagamento: Sim colapsar",R$ 2.700 - 5.000
Programador experiente em Laravel com Mysql e Vue.js para projeto d...,"Olá, preciso de programadores para migrar uma plataforma já existente desenvolvida em PHP puro e Mysql. 
A plataforma está no ar hoje, mas preciso juntar a plataforma atual com uma nova estrutura criada em laravel para utilizar os controllers e models do laravel. 
O frontend do sistema continuará o... Ver mais detalhes  mesmo a principio.  
Para a primeira etapa do projeto é fazer criação de models e controlers para já implementacao via rest api. 
Ou seja, o sistema será migrado aos poucos parte a parte para nova estrutura do laravel.. Utilizando apenas a api para chamadas do front, e os controlers e model na codificacao interna.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioFunções necessárias: Desenvolvedor colapsar",R$ 2.700 - 5.000
Catálogo Virtual - Pedidos Whatsapp e Online,"O projeto consiste em uma Loja Virtual, no qual serão exibidos produtos em Catálogos em grade ou em linhas sequenciais, com visual simples e bem definido para termos de usabilidade.
O mesmo deve ser responsivo, onde mesmo em um PC, Smartphone ou Tablet seja possível a navegação, sendo esse multi... Ver mais detalhes  segmentado e multi categorias, com opção para área de pedidos e historio por cadastro de telefone com pedidos ja realizados.
Ao finalizar o pedido, o mesmo deverá ir para o Whatapp com as descrição dos itens do carrinho de compras ou parâmetro para que a compra seja online, dependendo da escolha.   
O estabelecimento recebendo o pedido, poderá gerencia-lo em um ambiente, onde poderá interatir, verificar historico de um numero que tenha feito algum pedido anteriormente. 
Web-App personalizado com as cores e logotipo do negócio com dominio padronizado.
Gravar mais de um endereço por cliente e lançar múltiplos pedidos simultaneos;
Impressão de pedido automática em impressora nao fiscal; 
Mais detalhes do projeto serão informados aos interessados. 
Segue video de um produto de mercado, similar do que estou buscando desenvolver. https://vimeo.com/326582189 
Tenho preferência que seja desenvolvida em Wordpress, mas estarei apto a propostas com outros soluções cabíveis.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioIntegrações de API: Outros (Outras APIs), Mídias sociais (Facebook, Twitter, etc), Payment Processor (Paypal, Stripe, etc)Funções necessárias: Designer, Desenvolvedor, Analista de negócios colapsar",R$ 1.400 - 2.700
Shopping app,"Hi, we would like for you to give us an estimation of work hours and money for a project that we are trying to take ahead. We will pay 1 hour of work to you for such budgeting. Kindly accept if you find this suitable.Categoria: TI e ProgramaçãoSubcategoria: Programação de Apps para Android, iOS e outros",Menos de R$ 270
Atualização Versão Opencart 2.3 x 3.0,"Atualização de versão, Layout conforme anexo  e módulos Opencart. 
Hoje já temos a loja virtal  e utilizamos OpenCart, porém gostaríamos de atualizar a versão e os layouts.Categoria: TI e ProgramaçãoSubcategoria: Lojas Virtuais (e-commerce)Qual é o alcance do projeto?: Alteração médiaIsso... Ver mais detalhes  é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Outros (Outras APIs)Funções necessárias: Designer, Desenvolvedor colapsar",R$ 1.400 - 2.700
Configuração Microsoft Teams,"Preciso configurar os recursos da Microsoft, teams, planner, shared point e exchange, para melhor colaboração da equipe, para atendermos clientes de forma remota.Categoria: TI e ProgramaçãoSubcategoria: OutrosTamanho do projeto: PequeñoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho,... Ver mais detalhes  atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Cloud Storage (Dropbox, Google Drive, etc) colapsar",R$ 270 - 500
Criar/Transformar Opencart 3.0 em modelo Saas,"Desejo um módulo e/ou adaptação do Opencart 3.0.X para um modelo Saas, estilo brasilnaweb.com.br, onde o cliente pode se cadastrar e criar automaticamente o seu e-commerce, com possibilidade de planos e/pacotes de assinatura, podendo ir de Grátis aos mais completos, exatamente como Brasilnaweb.... Ver mais detalhes Categoria: TI e ProgramaçãoSubcategoria: Lojas Virtuais (e-commerce)Qual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioIntegrações de API: Payment Processor (Paypal, Stripe, etc), Outros (Outras APIs)Funções necessárias: Desenvolvedor colapsar",R$ 1.400 - 2.700
Construir site em wordpress com page builder ou elementor,"Preciso que criem um site em wordpress com page builder ou elementor baseado num layout html pre existente https://residencialflordaaldeia.com.br/ . 
Site simplesmente igual a este pode ser ja criado em outra cor (verde escuro) e outra fonte mais normal, depois eu altero as imagens, precisa ter... Ver mais detalhes  blocos editáveis como qualquer outro tema wordpress.Categoria: TI e ProgramaçãoSubcategoria: WordpressQual é o alcance do projeto?: Instalação/Configuração de pacoteIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessário colapsar",R$ 500 - 1.400
Website payment integration,"I am going to implement payment for central Asia countries.
I need to integration about credit card to bank or payme account.
My framework is based Laravel. 
I am looking for expert of Laravel&react.js.
When you are not expert, don't apply.
Thanks.Categoria: TI e ProgramaçãoSubcategoria:... Ver mais detalhes  ProgramaçãoQual é o alcance do projeto?: Bug ou alteração pequenaIsso é um projeto ou uma posição de trabalho?: Um projetoDisponibilidade requerida: Conforme necessárioIntegrações de API: Payment Processor (Paypal, Stripe, etc)Funções necessárias: Desenvolvedor colapsar",R$ 500 - 1.400
Ajuste de Seo para site,"Somos uma empresa junior. Já temos o nosso site pronto, mas gostaríamos de posicioná-lo melhor no google. 
Queremos alguém que possa fazer todo o ajuste de SEO no site para posicioná-lo melhor nas buscas do google.Categoria: TI e ProgramaçãoSubcategoria: OutrosTamanho do projeto: PequeñoIsso é um... Ver mais detalhes  projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Não se aplicaDisponibilidade requerida: Conforme necessário colapsar",R$ 270 - 500
Precisamos desenhar um fluxo de atendimento Bot para um pequeno pro...,"Precisamos desenhar um fluxo de atendimento Bot para um pequeno provedor de Internet. Já possuímos a plataforma (framework) mas precisamos aumentar a retenção do nosso bot. Melhorar a experiência do usuário e reduzir o volume no atendimento whatsapp. 
Seria um trabalho forte em termos de... Ver mais detalhes  experiência do usuário (UX).Categoria: TI e ProgramaçãoSubcategoria: OutrosTamanho do projeto: PequeñoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc) colapsar",R$ 270 - 500
Webdesigner com experiencia em construção de página de vendas em Op...,"Procuramos um profissional capaz de criar páginas em OPTIMIZEPRESS 3.0 voltadas para conversão, ou seja, com design de qualidade, boa usabilidade, rápidas, focada em aparelhos mobile. 
.
Já temos toda a estrutura, painel wordpress configurado, plugins originais, servidor dedicado, os textos das... Ver mais detalhes  páginas, e damos toda orientação para a construção da página; 
Precisamos de alguém que saiba tratar/criar as imagens (usando corel ou AI), tenha ""feeling"" de design e principalmente que entregar o seu máximo; 
.
Se der certo, isso não será apenas um job, temos uma demanda considerável de páginas e se encontramos sinergia, esperamos fechar uma parceria para longo prazo; 
.
Se tiver portfólio envie de uma vez, mas mesmo assim iremos pedir um teste para nossa equipe de projetos aprovar; 
.  
Não queremos agências; 
.
Se identificou com a vaga e busca crescimento profissional em uma empresa internacional, já sabe o que fazer.Categoria: TI e ProgramaçãoSubcategoria: WordpressQual é o alcance do projeto?: Instalação/Configuração de pacoteIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioIntegrações de API: Outros (Outras APIs) colapsar",R$ 500 - 1.400
App Web de vistoria veicular,"Preciso de uma app web para que seja realizada vistoria veicular com 2 tipos de usuários, o consultor de vendas e o cliente, no caso do cliente ele deverá receber um código de 6 dígitos para validar o inicio da vistoria e seguir uma linha de vistoria, sendo inicialmente uma selfie com a placa do... Ver mais detalhes  carro e depois a sequencia das fotos podendo ser alterada no admin (frente, lateral direita, lateral esquerda e sucessivamente).
Além disso é necessário enviar os documentos do carro e outras fotos tais como kit gás se tiver, pneus, chassi.
O app web deve ter um tempo entre as fotos (um contador de tempo) e caso exceda o tempo o cliente deve iniciar tudo novamente além disso registrar a geolocalização, ip, data e hora do mesmo.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioIntegrações de API: Outros (Outras APIs)Funções necessárias: Desenvolvedor colapsar",R$ 1.400 - 2.700
Web development,"I need a feature on this website https://ong.ng  related ads section. If you are very good pls let me know. I want this related ads to loads ads within the ads list. 
And on the search page https://ong.ng/search I want the same features too. Also on premium ads list. I want banner to load within... Ver mais detalhes  the the lostCategoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Bug ou alteração pequenaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Cloud Storage (Dropbox, Google Drive, etc)Funções necessárias: Desenvolvedor colapsar",Menos de R$ 270
Data Science & Machine learning,"I need a CAMERA system to record interferometry for:
- the full thickness of the precorneal film
- and  lipid layer tear film
and make an algorithm to make possible the measurement of a different layer of tear thickness based on analysis of image interferometry recorded in MATLAB CODECategoria:... Ver mais detalhes  TI e ProgramaçãoSubcategoria: OutrosTamanho do projeto: MédioIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessário colapsar",R$ 2.700 - 5.000
Website On Page Completo,"Desejo a criação de site on-page com layout exclusivo e moderno. O site utilizará como idioma português;
Para o conteúdo do site será necessário auxílio no desenvolvimento. O site terá uma estrutura responsiva para facilitar o acesso através de dispositivos móveis. 
Uma referência de modelo é este... Ver mais detalhes  site: http://www.acaidojota.com.br/, embora o nosso produto seja outro. (Mel de Abelha).
O site precisa ter plataforma para edição do conteúdo, sem que gere dependência após entrega do projeto.
Ou seja, quando eu precisar atualizar o site não depender de um desenvolvedor. Preciso de recursos como:
Contato/Fale conosco. Um campo para cadastro de representantes, e link para loja virtual.Categoria: TI e ProgramaçãoSubcategoria: WordpressQual é o alcance do projeto?: Desenvolvimento personalizadoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessário colapsar",R$ 1.400 - 2.700
Aplicativo em Glide ou Fabapp ou similar,"É Um aplicativo simples para visualizarem documentos e noticias da empresa, com PDF´s e Videos.
Precisamos que seja criado em um plataforma pronta para facilitar a gestão do aplicativo no futuro.Categoria: TI e ProgramaçãoSubcategoria: Programação de Apps para Android, iOS e outrosQual é o alcance... Ver mais detalhes  do projeto?: Criar um novo aplicativoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioExperiência nesse tipo de projeto: Não (Eu nunca gerenciei esse tipo de projeto)Plataformas exigidas: Android, iPhone, iPad, Outro colapsar",R$ 270 - 500
Projeto em Sharepoint,"Preciso de um profissional em Sharepoint, para me mostrar como realizar configuração de design para páginas específicas. O objetivo é configurar uma wiki personalizada.Categoria: TI e ProgramaçãoSubcategoria: OutrosTamanho do projeto: PequeñoIsso é um projeto ou uma posição de trabalho?: Um projeto... Ver mais detalhes Tenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessário colapsar",R$ 270 - 500
"Painel do cliente, com informações de faturamento, ticket, produtos...","Prezados, preciso de um painel de gerenciamento de cliente, integrado ao cpanel/whm e com vmware esxi, o painel pode seguir o mesmo conceito de sites como https://www.vultr.com e https://app.hostoo.io/auth/loginCategoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Criar... Ver mais detalhes  um novo site personalizadoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Payment Processor (Paypal, Stripe, etc), Outros (Outras APIs)Funções necessárias: Designer, Desenvolvedor colapsar",R$ 5.000 - 16.000
Programador Vtex,"Precisamos de Programadores e designers com experiência em VTEX de pelo menos 1 ano.
Trabalhamos principalmente com front-end, html, css, javascript.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um... Ver mais detalhes  projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioIntegrações de API: Outros (Outras APIs)Funções necessárias: Desenvolvedor, Designer colapsar",R$ 1.400 - 2.700
Criar Sistema de Os em Codgneiter,"Preciso de um sistema completo de OS mas que seja desenvolvido com Codeigniter, é um projeto grande, mais detalhes enviar propostas.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projeto... Ver mais detalhes Disponibilidade requerida: Conforme necessárioIntegrações de API: Outros (Outras APIs)Funções necessárias: Desenvolvedor colapsar",R$ 1.400 - 2.700
Teleorientação,"Plataforma de teleatendimento para meus pacientes em minha clínica. Para facilitar a atendimento de pacientes por aplicativo de pelo sistema Web .Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um... Ver mais detalhes  projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc), Payment Processor (Paypal, Stripe, etc)Funções necessárias: Designer, Desenvolvedor colapsar",R$ 1.400 - 2.700
Portal de Cotação de combustível de postos e avaliações,"Preciso desenvolver um portal, como se fosse um ""mapa"" de postos de combustível no brasil, onde o usuário consiga encontrar o mais próximo por distancia ou por algumas considerações em pesquisas, como por exemplo, o mais próximo que tenha loja conveniência, e assim por diante. E também o usuário do... Ver mais detalhes  app, poder avaliar os postos, atendimento, limpeza, entre outros.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Criar um novo site personalizadoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc), Payment Processor (Paypal, Stripe, etc)Funções necessárias: Desenvolvedor, Designer, Gerente de projetos, Analista de negócios colapsar",R$ 2.700 - 5.000
Desenvolvimento de sites,"Site Institucional para empresa de autopeças
Composto de: 
Home
Empresa
Produtos - 7 tipos de produtos
área adm. para cliente solicitar cotaçãoCategoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projeto... Ver mais detalhes Tenho, atualmente: Eu tenho o designDisponibilidade requerida: Conforme necessárioFunções necessárias: Desenvolvedor colapsar",R$ 2.700 - 5.000
Configuração Firewall Fortigate,"Configuração de VPN em firewall Fortgate, trabalho pode ser remoto , hoje ja existe uma configuração basica de VPN porem preciso utilizar mais recursos do fortigateCategoria: TI e ProgramaçãoSubcategoria: OutrosTamanho do projeto: PequeñoIsso é um projeto ou uma posição de trabalho?: Um projeto... Ver mais detalhes Tenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessário colapsar",R$ 270 - 500
E-Commerce con Woocomerce,"Tengo un sitio wordpress con woocomerce lo que necesito es agregar Stripe al sitio ecommerce. Tengo 25 dolares y un dia para hacerlo.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Bug ou alteração pequenaIsso é um projeto ou uma posição de trabalho?: Um projeto... Ver mais detalhes Tenho, atualmente: Não se aplicaDisponibilidade requerida: Conforme necessárioIntegrações de API: Payment Processor (Paypal, Stripe, etc)Funções necessárias: Desenvolvedor colapsar",Menos de R$ 270
"Odoo , python,","desarrollador odoo para implementar o adicionar algunos parametros necesarios en modulo de tpv, atajos rapidos con teclado, ventas a credito frontend tpv con impresora fiscalCategoria: TI e ProgramaçãoSubcategoria: Programação",R$ 500 - 1.400
Aplicativo de vídeos,"Olá, bom dia! Preciso de um profissional para criar um aplicativo com layout semelhante ao Netflix, mas que utilize a exibição dos vídeos a partir de links do Youtube (para que sejam reproduzidos sem sair do app). Preciso para as plataformas Android e iOS e também gostaria que o profissional... Ver mais detalhes  ajudasse a publicá-los. Preciso de um sistema de login e senha e também de pagamento (caso seja possível utilizar um sistema como Pagseguro ou semelhante).
Outras opções: área de contato, direcionamento para o site e redes sociais.Categoria: TI e ProgramaçãoSubcategoria: Programação de Apps para Android, iOS e outrosQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioPlataformas exigidas: Android, iPhoneEu preciso: Criar um appTipo de aplicativo: Mídias sociaisApps similares: OutroPrecisa de back-end: NãoGateway de pagamento: Sim colapsar",R$ 2.700 - 5.000
